Pacote,Concrete Type,Call Method Name,Field Name,Metodo,Line Code,Class,Ocorrencias,Into Loop,Loops Info,Inside Recursive Method
java/util/Map,Ljava/util/Map,<init>,val$defaultFieldDefinition,iterator,150,Lcom/thoughtworks/xstream/converters/reflection/AbstractReflectionConverter$2>,1,true,1) 1;O1;0; ,false
java/util/Map,Ljava/util/HashMap,<init>,hiddenMappers,iterator,155,Lcom/thoughtworks/xstream/converters/reflection/AbstractReflectionConverter$2>,1,true,1) 1;O1;0; ,false
java/util/Map,Ljava/util/HashMap,<init>,hiddenMappers,put(key;value),159,Lcom/thoughtworks/xstream/converters/reflection/AbstractReflectionConverter$2>,1,true,1) 1;O1;0; ,false
java/util/Set,Ljava/util/Set,<init>,mappings,add(value),161,Lcom/thoughtworks/xstream/converters/reflection/AbstractReflectionConverter$2>,1,true,1) 1;O1;0; ,false
java/util/Collection,Ljava/util/Collection,<init>,,iterator,180,Lcom/thoughtworks/xstream/converters/reflection/AbstractReflectionConverter$2>,2,true,1) 1;O1;0; ,false
java/util/Map,Ljava/util/Map,<init>,,entrySet,180,Lcom/thoughtworks/xstream/converters/reflection/AbstractReflectionConverter$2>,1,true,1) 1;O1;0; ,false
java/util/Set,Ljava/util/Set,<init>,,iterator,180,Lcom/thoughtworks/xstream/converters/reflection/AbstractReflectionConverter$2>,1,true,1) 1;O1;0; ,false
java/util/Map,Ljava/util/Map,<init>,,values,180,Lcom/thoughtworks/xstream/converters/reflection/AbstractReflectionConverter$2>,1,true,1) 1;O1;0; ,false
java/util/Map,Ljava/util/Map,writeField,val$defaultFieldDefinition,iterator,238,Lcom/thoughtworks/xstream/converters/reflection/AbstractReflectionConverter$2>,1,true,1) 1;O1;0; 2) 1;O1;0; ,false
java/util/Map,Ljava/util/Map,writeField,val$defaultFieldDefinition,iterator,238,Lcom/thoughtworks/xstream/converters/reflection/AbstractReflectionConverter$2>,1,false,,false
java/util/Set,Ljava/util/Set,putAll,,iterator,44,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,2,false,,false
java/util/List,Ljava/util/List,put,valueOrder,add(value),54,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,true,1) 2;O1;0; ,false
java/util/List,Ljava/util/List,put,valueOrder,set,56,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,true,1) 2;O1;0; ,false
java/util/HashMap,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap,put,this,put,58,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,true,1) 2;O1;0; ,false
java/util/List,Ljava/util/List,put,valueOrder,add(value),54,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,true,1) 1;O1;0; ,false
java/util/List,Ljava/util/List,put,valueOrder,set,56,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,true,1) 1;O1;0; ,false
java/util/HashMap,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap,put,this,put,58,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,true,1) 1;O1;0; ,false
java/util/List,Ljava/util/List,put,valueOrder,add(value),54,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,false,,false
java/util/List,Ljava/util/List,put,valueOrder,set,56,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,false,,false
java/util/HashMap,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap,put,this,put,58,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,false,,false
java/util/List,Ljava/util/List,remove,valueOrder,remove(middle-index),66,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,false,,false
java/util/HashMap,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap,remove,this,remove,68,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,false,,false
java/util/List,Ljava/util/List,clear,valueOrder,clear,74,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,false,,false
java/util/HashMap,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap,clear,this,clear,75,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,false,,false
java/util/HashMap,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap,entrySet,this,entrySet,92,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,false,,false
java/util/Set,Ljava/util/Set,entrySet,,iterator,92,Lcom/thoughtworks/xstream/core/util/OrderRetainingMap>,1,false,,false
java/util/Map,Ljava/util/Map,add,stuff,containsKey,90,Lcom/thoughtworks/xstream/converters/ErrorWritingException>,12,true,1) 4;ON;0; ,false
java/util/Map,Ljava/util/Map,add,stuff,iterator,91,Lcom/thoughtworks/xstream/converters/ErrorWritingException>,12,true,1) 4;ON;0; ,false
java/util/Map,Ljava/util/Map,readResolve,attributeMap,put(key;value),143,Lcom/thoughtworks/xstream/converters/reflection/AbstractAttributedCharacterIteratorAttributeConverter>,2,true,1) 5;ON;null; ,false
java/util/Map,Ljava/util/Map,add,stuff,containsKey,90,Lcom/thoughtworks/xstream/converters/ErrorWritingException>,41,true,1) 10;ON;0; ,false
java/util/Map,Ljava/util/Map,add,stuff,iterator,91,Lcom/thoughtworks/xstream/converters/ErrorWritingException>,41,true,1) 10;ON;0; ,false
java/util/Map,Ljava/util/Map,readResolve,attributeMap,put(key;value),143,Lcom/thoughtworks/xstream/converters/reflection/AbstractAttributedCharacterIteratorAttributeConverter>,1,true,1) 4;ON;null; ,false
java/util/Set,Ljava/util/Set,marshal,,iterator,78,Lcom/thoughtworks/xstream/converters/extended/FontConverter>,1,false,,false
java/util/Map,Ljava/util/HashMap,unmarshal,attributes,isEmpty,105,Lcom/thoughtworks/xstream/converters/extended/FontConverter>,1,true,1) 1;O1;0; ,false
java/util/Map,Ljava/util/HashMap,unmarshal,attributes,put(key;value),112,Lcom/thoughtworks/xstream/converters/extended/FontConverter>,1,true,1) 1;O1;0; ,false
java/util/Collection,Ljava/util/Collection,unmarshal,,iterator,126,Lcom/thoughtworks/xstream/converters/extended/FontConverter>,1,false,,false
java/util/Map,Ljava/util/Map,pushElement,indexMap,containsKey,87,Lcom/thoughtworks/xstream/io/path/PathTracker>,7,false,,false
java/util/Map,Ljava/util/Map,pushElement,indexMap,iterator,88,Lcom/thoughtworks/xstream/io/path/PathTracker>,7,false,,false
java/util/Map,Ljava/util/Map,pushElement,indexMap,put(key;value),88,Lcom/thoughtworks/xstream/io/path/PathTracker>,7,false,,false
java/util/Map,Ljava/util/Map,pushElement,indexMap,put(key;value),90,Lcom/thoughtworks/xstream/io/path/PathTracker>,7,false,,false
java/util/Map,Ljava/util/Map,peekElement,,iterator,130,Lcom/thoughtworks/xstream/io/path/PathTracker>,5,true,1) 2;O1;0; ,false
java/util/Set,Ljava/util/Set,iterator,set,iterator,43,Lcom/thoughtworks/xstream/core/util/PrioritizedList>,6,false,,false
java/util/Map,Ljava/util/Map,containsId,map,containsKey,113,Lcom/thoughtworks/xstream/core/util/ObjectIdDictionary>,9,false,,false
java/util/Map,Ljava/util/Map,associateId,map,put(key;value),103,Lcom/thoughtworks/xstream/core/util/ObjectIdDictionary>,11,false,,false
java/util/Map,Ljava/util/Map,cleanup,map,remove(key),131,Lcom/thoughtworks/xstream/core/util/ObjectIdDictionary>,1,true,1) 7;null;null; ,false
java/util/Map,Ljava/util/Map,removeId,map,remove(key),118,Lcom/thoughtworks/xstream/core/util/ObjectIdDictionary>,8,false,,false
java/util/Map,Ljava/util/Map,buildMap,propertyNameCache,iterator,117,Lcom/thoughtworks/xstream/converters/javabean/PropertyDictionary>,13,false,,false
java/util/Map,Ljava/util/Map,buildMap,propertyNameCache,put(key;value),133,Lcom/thoughtworks/xstream/converters/javabean/PropertyDictionary>,13,false,,false
java/util/Map,Ljava/util/Map,serializablePropertiesFor,,values,56,Lcom/thoughtworks/xstream/converters/javabean/PropertyDictionary>,1,false,,false
java/util/Collection,Ljava/util/Collection,serializablePropertiesFor,descriptors,iterator,57,Lcom/thoughtworks/xstream/converters/javabean/PropertyDictionary>,1,false,,false
java/util/Collection,Ljava/util/ArrayList,serializablePropertiesFor,beanProperties,add(value),59,Lcom/thoughtworks/xstream/converters/javabean/PropertyDictionary>,1,true,1) 1;O1;0; ,false
java/util/Collection,Ljava/util/ArrayList,serializablePropertiesFor,beanProperties,iterator,62,Lcom/thoughtworks/xstream/converters/javabean/PropertyDictionary>,1,false,,false
java/util/Map,Ljava/util/Map,propertyDescriptorOrNull,,iterator,113,Lcom/thoughtworks/xstream/converters/javabean/PropertyDictionary>,8,false,,false
java/util/Map,Ljava/util/Map,propertiesFor,,values,86,Lcom/thoughtworks/xstream/converters/javabean/PropertyDictionary>,3,false,,false
java/util/Collection,Ljava/util/Collection,propertiesFor,,iterator,86,Lcom/thoughtworks/xstream/converters/javabean/PropertyDictionary>,3,false,,false
java/util/Map,Ljava/util/Map,flushCache,propertyNameCache,clear,140,Lcom/thoughtworks/xstream/converters/javabean/PropertyDictionary>,1,false,,false
java/util/Map,Ljava/util/Map,get,map,iterator,60,Lcom/thoughtworks/xstream/core/util/WeakCache>,1,false,,false
java/util/Map,Ljava/util/Map,put,map,put(key;value),66,Lcom/thoughtworks/xstream/core/util/WeakCache>,1,false,,false
java/util/Map,Ljava/util/Map,remove,map,remove(key),72,Lcom/thoughtworks/xstream/core/util/WeakCache>,1,false,,false
java/util/Map,Ljava/util/Map,iterate,map,entrySet,170,Lcom/thoughtworks/xstream/core/util/WeakCache>,5,false,,false
java/util/Set,Ljava/util/Set,iterate,,iterator,170,Lcom/thoughtworks/xstream/core/util/WeakCache>,5,false,,false
java/util/Map,Ljava/util/Map,size,map,size,95,Lcom/thoughtworks/xstream/core/util/WeakCache>,1,false,,false
java/util/Map,Ljava/util/Map,values,map,size,115,Lcom/thoughtworks/xstream/core/util/WeakCache>,1,false,,false
java/util/Map,Ljava/util/Map,entrySet,map,size,134,Lcom/thoughtworks/xstream/core/util/WeakCache>,1,false,,false
